platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers
YouTube,97uW83G6Q2Y,Varun Mayya,UCsQoiOrh7jzKmE8NBofhTnQ,Claude AI Built This entire Website in SECONDS!,2025-03-04,1048941,32702,341,PT41S,https://youtube.com/watch?v=97uW83G6Q2Y,Claude AI,,,1090000
YouTube,QoQBzR1NIqI,Nick Saraev,UCbo-KbSjJDG6JWQ_MTZ_rNA,CLAUDE CODE FULL COURSE 4 HOURS: Build &amp; Sell (2026),2026-02-12,1036507,33471,1306,PT4H10M43S,https://youtube.com/watch?v=QoQBzR1NIqI,Claude AI,automation|make.com|content creation|ai content|google sheets,"🔥 Join Maker School & get customer #1 guaranteed: https://skool.com/makerschool/about
💎 All course files: https://drive.google.com/drive/folders/1m182p16V_mZBAOTO-0iq4T4-cj6O-hev
📚 NEXT COURSE (ADVANC",360000
YouTube,wfeiCZK0mNs,Fireship,UCsBjURrPoezykLs9EqgamOA,Anthropic just released the real Claude Bot...,2026-03-26,1004402,31248,1088,PT5M,https://youtube.com/watch?v=wfeiCZK0mNs,Claude AI,webdev|app development|lesson|tutorial,"Try SerpApi for free to get real-time search data from a single API - https://serpapi.com/?utm_source=fireship

Anthropic just dropped Claude Computer Use to try and take down OpenClaw. But is it actu",4170000
YouTube,keEi0LoZwL0,Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,"AI Masterclass: Become an Expert at Claude, Gemini &amp; Powerful AI Tools | Vaibhav | FO480 Raj Shamani",2026-03-07,1003120,23091,1631,PT2H18M56S,https://youtube.com/watch?v=keEi0LoZwL0,Claude AI,raj shamani|shamani industries|figuring out with raj shamani|inspirational|india,"Business plan tester prompt: https://bit.ly/46R7hup

For links to the prompts and tools, join the WhatsApp community & check the group description: https://figuringoutai.co/

Also, Checkout Hostinger:",16200000
YouTube,0fpUQN0a20Q,CarterPCs,UCi7wDE2ZTiR5QYYrUY5WhtA,How to transfer all of your memories from ChatGPT to Claude… #c#carterpcstech #chatgpt #claude #ai,2026-03-04,955707,31215,463,PT31S,https://youtube.com/watch?v=0fpUQN0a20Q,Claude AI,,How to transfer all of your memories from ChatGPT to Claude… #c#carterpcstech #chatgpt #claude #ai,2240000
YouTube,GCRU0BOxneE,mixikid,UCixKSOPKPx_SWT9oNJON8tg,Claude just saved my project… 🤩,2026-02-20,947562,49761,770,PT1M,https://youtube.com/watch?v=GCRU0BOxneE,Claude AI,,Claude just saved my project… 🤩 @anthropic-ai  #claude partner,30800
YouTube,68ylaeBbdsg,Nikhil Kamath,UCnC8SAZzQiBGYVSKZ_S3y4Q,The AI Tsunami is Here &amp; Society Isn&#39;t Ready | Dario Amodei x Nikhil Kamath | People by WTF,2026-02-24,920874,15334,1817,PT1H8M35S,https://youtube.com/watch?v=68ylaeBbdsg,Claude AI,Dario Amodei|Anthropic|Claude AI|Nikhil Kamath|People by WTF,"I sat down with Dario Amodei in Bangalore. He built Claude, but he started as a biologist looking for a tool to cure disease. Today, he's at the helm of an AI revolution that he compares to a tsunami ",2220000
YouTube,LRSSjGwsuv0,PIVOT 公式チャンネル,UC8yHePe_RgUBE-waRWy6olw,【Claude Code完全入門】誰でも使えるツール／実行革命／ChatGPTとの違い／５体のAIエージェントで実演／願望の質＝アウトプットの質／Skills活用法／経営者こそ使うべき／言語化が全て,2026-03-01,914046,16464,467,PT45M20S,https://youtube.com/watch?v=LRSSjGwsuv0,Claude AI,Claude Code|AIエージェント|AI|経営者|梶谷,"▼動画の概要が3分で分かる「要点まとめ記事」はこちら
https://pivotmedia.co.jp/launch_app?path=movie/14070&display_type=article&override=true

＜PIVOT新メンバー募集＞
新しいメンバーを積極的に募集しています。
応募の詳細は以下の採用特設サイトをご確認ください。
▼採用特設サイトhttps://pivot.",3880000
YouTube,uVKvqJRQOas,FatherPhi,UCIw9p-0zI1rEPEs_SS6fDkg,Claude vs the Trolley Problem #ai #claude,2026-03-01,883061,18340,1432,PT1M44S,https://youtube.com/watch?v=uVKvqJRQOas,Claude AI,,"Vote for the next video here
👇👇👇
https://FatherPhi.com

For the weekly brief on accessible and practical Ai usage + updates on our latest mission join the newsletter
💌 https://master-of-ai.com

📩 For ",132000
YouTube,ZeWfksNXlbU,Eliot Prince,UCrEd_gD_cq7GzGSpn892tFg,Claude COWORK Clearly Explained (&amp; how to use it for beginners),2026-02-16,837624,10994,347,PT18M29S,https://youtube.com/watch?v=ZeWfksNXlbU,Claude AI,claude cowork|claude cowork use cases|anthropic claude cowork|claude cowork usecases|claude cowork tutorial,"Claude Cowork Tutorial for Beginners.

Grab the full walkthrough inside my AI Recipe Vault: https://eliotprince.com/ai-recipe-vault/

I'll be honest — even I feel overwhelmed right now. And it's liter",31600
YouTube,gPt4YgSFUrs,Bitinning,UCMT5Ui9vr5tHYXuXrhU3K2w,"USA Warns Claude AI founder, Give Full Access… or face Consequences.",2026-02-24,804868,12533,167,PT2M46S,https://youtube.com/watch?v=gPt4YgSFUrs,Claude AI,us crypto bill|bitcoin|bitcoin price|bitcoin price usd|altcoins,"USA  demands total access from Claude AI founder, Do it… or deal with the fallout.

Follow us for more educational content:

Instagram: @bitinning
Youtube: https://www.youtube.com/@Bitinning
Kashif X:",196000
YouTube,Ll1UyM8kBNc,onjsdev,UC5V_x9WcYDDi7VsWHUg6FEA,This is why I quit Cursor and switched to Claude Code,2025-07-24,793053,9546,230,PT32S,https://youtube.com/watch?v=Ll1UyM8kBNc,Claude AI,,"With so many new AI code editors coming out, I think Cursor is falling behind in performance and stability. That’s why I decided to try Claude Code. This is not an #ad or anything like that, just my e",48300
YouTube,M9iu-GLdPRk,ezCommit,UCPwA50hMAxstY9YAvABXrUw,Google Gemini 2.5 pro vs CLAUDE 4. #coding #programming #gemini #claude4 #comparison #ai,2025-05-24,773255,25117,256,PT2M15S,https://youtube.com/watch?v=M9iu-GLdPRk,Claude AI,,"👉About This Video:
This video has been independently edited, redesigned, and transformed. It contains original commentary, analysis, and educational insights added for the purpose of learning and unde",67900
YouTube,cFzdGNieLz8,Evrim Ağacı,UCatnasFAiXUvWwH8NlSdd3A,"Yapay Zekanın Yeni Kralı: Claude ve &quot;Vibe Coding&quot;, Hayatınızı Nasıl Değiştirecek?",2026-03-08,755832,29235,1713,PT28M43S,https://youtube.com/watch?v=cFzdGNieLz8,Claude AI,bilim|çağrı mert bakırcı|evrim|evrim ağacı|evrim kuramı,"Yapay zeka dünyasında sessiz sedasız bir devrim yaşanıyor; ama o devrimin adı ChatGPT değil. Claude... Adını duydunuz mu bilmiyorum; ama Anthropic tarafından geliştirilen Claude, daha şimdiden Mars'ta",4710000
YouTube,FX3x-k7vM7Y,Firstpost,UCz8QaiQxApLq8sLNcszYyJw,AI on the Battlefield: How Claude Helped US Strike Iran | Vantage with Palki Sharma,2026-03-01,718063,7169,703,PT6M11S,https://youtube.com/watch?v=FX3x-k7vM7Y,Claude AI,firstpost|vantage|palki sharma|vantage palki sharma|first post,"Artificial intelligence is now part of the battlefield. During the strike on Iran, the United States used Anthropic’s Claude platform to process intelligence, map targets, and simulate military scenar",9510000
YouTube,lO961HRQn5Q,NetworkChuck,UC9x0AN7BWHpCDHSm9NiJFJQ,they stole Claude’s brain 16 million times,2026-03-03,689379,23914,444,PT1M2S,https://youtube.com/watch?v=lO961HRQn5Q,Claude AI,,"Anthropic just exposed DeepSeek, Moonshot AI, and MiniMax for creating 24,000 fake accounts and having 16 million conversations with Claude to steal its capabilities. The AI race isn't what you think.",5200000
YouTube,HGZ0Ek_aNgU,60 Minutes,UCsN32BtMd0IoByjJRNF12cw,Why Anthropic&#39;s AI Claude tried to contact the FBI,2025-11-17,664923,10980,1679,PT6M,https://youtube.com/watch?v=HGZ0Ek_aNgU,Claude AI,Artificial Intelligence|60 Minutes Overtime|Overtime Original,"During a simulation in which Anthropic's AI, Claude, was told it was running a vending machine, it decided it was being scammed, ""panicked"" and tried to contact the FBI's Cyber Crimes Division.

""60 M",4070000
YouTube,eMZmDH3T2bY,Kevin Stratvert,UCfJT_eYDTmDE-ovKaxVE1ig,Claude Code Tutorial for Beginners,2025-12-22,651560,8906,274,PT14M44S,https://youtube.com/watch?v=eMZmDH3T2bY,Claude AI,kevin stratvert|claude code for beginners|claude code tutorial|claude code beginners guide|claude code beginner guide,"This Claude Code Tutorial teaches you what I wish I knew as a software developer about Claude Code before I started AI coding. Get started here: https://clau.de/kevinstratvert 

You can vibe code with",4190000
YouTube,5KTHvKCrQ00,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Claude ran a business in our office,2025-12-18,610808,16459,477,PT6M11S,https://youtube.com/watch?v=5KTHvKCrQ00,Claude AI,,"For a large part of 2025, we ran Project Vend: an experiment where we let Claude manage a small business in the Anthropic office. We learned a lot from how close it was to success—and the curious ways",498000
YouTube,0vZ_UVLhSQQ,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Getting started with Claude.ai,2025-12-02,562948,2642,63,PT5M19S,https://youtube.com/watch?v=0vZ_UVLhSQQ,Claude AI,,"Learn how to get the most out of chatting with Claude. This tutorial covers the basics of Claude's conversational interface, including how to craft effective prompts, upload supporting documents, use ",498000
YouTube,ntDIxaeo3Wg,Tech With Tim,UC4JX40jDee_tINbkjycV4Sg,Claude Code - Full Tutorial for Beginners,2026-02-27,561086,11675,369,PT35M49S,https://youtube.com/watch?v=ntDIxaeo3Wg,Claude AI,tech with tim|claude code tutorial|ai automation for beginners|automate workflows|openai api guide,"Create your DINQ page for free: https://dinq.me/?from=tim - use code TIM to get a discount if you upgrade.

This video will teach you Claude Code. I'll go over everything and assume no prior knowledge",1980000
YouTube,RudrWy9uPZE,Jeff Su,UCwAnu01qlnVg1Ai2AbtTMaA,"I Switched 50% of My AI Work to Claude, Here&#39;s Why",2025-02-11,512117,12157,829,PT12M44S,https://youtube.com/watch?v=RudrWy9uPZE,Claude AI,I Switched 50% of My AI Work to Claude Here's Why|Learn 80% of Claude AI in under 14 Minutes|how to use claude|claude.ai tutorial|claude ai tutorial,"Claude: https://claude.ai/referral/NWuVXWV9ww

➡️ My free AI Toolkit: https://academy.jeffsu.org/ai-toolkit?utm_source=youtube&utm_medium=video&utm_campaign=173

Learn how #Claude AI handles complex t",1670000
YouTube,UAmKyyZ-b9E,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Introducing Cowork: Claude Code for the rest of your work,2026-01-12,491194,6287,371,PT1M9S,https://youtube.com/watch?v=UAmKyyZ-b9E,Claude AI,,"Claude Cowork lets you hand off your most time-consuming tasks to Claude, and come back to finished outputs. Describe what you need, point Claude at your sources, and walk away.

Cowork pulls from you",498000
YouTube,RSWdkfDoopM,V R RAJA,UCZ0hNUqXDl0YWh3ulUZy1jQ,⚠️ SOFTWARE JOBS Gone? 😱 The SCARY Truth About AI &amp; Anthropic Claude | VR Raja,2026-02-20,478009,15439,712,PT22M29S,https://youtube.com/watch?v=RSWdkfDoopM,Claude AI,AI taking jobs|VR Raja|Software engineer future|IT jobs crisis 2026|Will AI replace engineers,"Surprise!! Check out the 10 Lakh Scholarship here: https://tinyurl.com/ymhrhkkp

For Class 11th: https://tinyurl.com/yeytczsb

Medhavi Skills University, in collaboration with Polaris School of Techno",1770000
YouTube,Ii99RU3mOJM,Claude,UCV03SRZXJEz-hchIAogeJOg,Claude can now show you,2026-03-12,477393,14573,676,PT1M20S,https://youtube.com/watch?v=Ii99RU3mOJM,Claude AI,,"Claude now creates diagrams, interactive tools, and visualizations right in the conversation. Follow a student from choosing a major to getting a city park approved — all built visually, all within th",134000
YouTube,ZlDnsf_DOzg,Simon Scrapes,UCdCR4-uYOg5ju-IUuDnfnQA,Every Claude Code Concept Explained for Normal People,2026-02-28,452111,11203,317,PT27M24S,https://youtube.com/watch?v=ZlDnsf_DOzg,Claude AI,,"🚀 Build agentic systems that run your business: https://skool.com/scrapes
Feeling lost in Claude Code? This ultimate guide is the shortcut you've been looking for. We break down 27 essential Claude Co",65300
YouTube,We7BZVKbCVw,Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Head of Claude Code: What happens after coding is solved | Boris Cherny,2026-02-19,445524,8687,1138,PT1H27M45S,https://youtube.com/watch?v=We7BZVKbCVw,Claude AI,,Boris Cherny is the creator and head of Claude Code at Anthropic. What began as a simple terminal-based prototype just a year ago has transformed the role of software engineering and is increasingly t,573000
YouTube,gv0WHhKelSE,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Claude Code best practices | Code w/ Claude,2025-07-31,420499,8108,325,PT25M53S,https://youtube.com/watch?v=gv0WHhKelSE,Claude AI,,"Presented at Code w/ Claude by @anthropic-ai on May 22, 2025 in San Francisco, CA, USA.

Speakers:
Cal Rueb, Member of Technical Staff at @anthropic-ai",498000
YouTube,iltdFNpl73I,Andrew Codesmith,UCcgNiiErDGHICbNYtuyxW4A,900+ hours of Learning Claude Code/Cursor in 10 minutes,2026-01-26,414933,19059,227,PT9M53S,https://youtube.com/watch?v=iltdFNpl73I,Claude AI,,"Everything I've learnt about building with AI and using Claude Code and Cursor to build apps and code.

Try Hostinger VPS (10% off with code ANDREW)
https://www.hostinger.com/andrew

Link to my newsle",70100
YouTube,9LwacpywVhs,Nandini Agrawal,UCF50P3pc9zD7ou9IVo8w5sQ,These 20 minutes will save you 20 hours every week | Learn Claude AI,2026-03-16,411189,10913,329,PT19M3S,https://youtube.com/watch?v=9LwacpywVhs,Claude AI,,"If you want to save 20 hours every week, this video is for you
In this 20-minute tutorial, I explains how Claude CoWork works and how you can start using it to improve your workflow.

In this video yo",373000
